CO_ID;LAT_N;EDAD;SALIDA;AJI_PI1;AJI_PI2;AJI_PI2*;AJI_PI3;AJI_PI4;AJI_D1;AJI_D2;AJI_D3;AJI_D4;AJI_D5;AJI_D6;AJI_D7;AJI_D8;AJI_D9;AJI_D10;AJI_D11;AJI_D13;AJI_D14;ALM_1;ALL_2;ALM_2*;ALM_3;ALM_4;AOESV1;BOBSbSV2;MacizoG4;ESTACIONALIDAD;N_RIO
10_180812;6,001222417; ; ;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;2;2
