CO_ID;LAT_N;SALIDA;YAR1;YAR2;YAR3;YAR4;YAR4*;YAR5;YAR6;YAR7;YAR8;YAR9;YAR10;YAR11;YAR12;YAR13;YAR14;YUCA1;YUCA2;YUCA3;YUCA4;YUCA5;YUCA7;YUCA8;YUCA9;YUCA10;YUCA11;YUCA12;YUCA13;YUCA14;AOESV1;BOBSbSV2;ESTACIONALIDAD;N_RIO
1_160812;5,55920764; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;0;0;0;0;0;  0.00;0;0;0;0;0;0;0;1;1;2
