CO_ID;EDAD;SALIDA;BT_1;BT_2;BT_3;BT_4;BT_5;BT_6;BT_7;BT_8;BT_9;BT_10;BT_11;BT12;BT13;BT14;BG1;BG2;BG3;BG_R1;BG_R2;BG_R3;BG_S1;BG_S2;BG_S3;AJI_PI1;AJL_PI2;AJI_PI3;AJI_D1;AJI_D2;AJI_D4;ALM_1;ALM_2;ALM_2*;ALN_3;ALM_4;ALM_4*;AOESV1;BOBSbSV2;MacizoG4;ESTACIONALIDAD;N_RIO
9_180812;2; ;1;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;2
10_180812; ; ;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;1;2
11_180812;2; ;0;0;0;0;0;0;1;;2;   ;;;0;0;0;1;2

BT_1;BT_2;BT_3;BT_4;BT_5;BT_6;BT_7;BT_8;BT_9;BT_10;BT_11;BT12;BT13;BT14


