CO_ID;LAT_N;SALIDA;AJI_D1;AJI_D2;AJI_D3;AJI_D4;AJI_D5;AJI_D6;AJI_D7;AJI_D8;AJI_D9;AJI_D10;AJI_D11;AJI_D13;AJI_D14;NA1;NA2;NA3;NA4;NA5;NA6;NA7;NA8;NA9;NA10;NA11;NA12;NA13;NA14;AOESV1;MacizoG4;ESTACIONALIDAD;N_RIO
32_180812;6,588; ;1;1;55;;1;15;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
