9_180812;5,66810347;2; ;1;0;0;0;1;0;1;0;0;0;0;1;2;1
10_180812;6,001222417; ; ;0;0;0;0;1;0;0;0;0;0;0;1;2;2
11_180812;5,98793267;2; ;0;0;0;0;1;0;1;0;;0;0;1;2;3
